ApsimVersion = 7.10 r4207
Title = Br1soybeanSIF1
           date DaysAfterSowing    day_of_year           MaxT           MinT           Radn            LAI            SLN    swdef_photo    BIOtotalDAY BIOshootDAYPot    BIOshootDAY      RootShoot     EcanDemand     EcanSupply             TE    RadIntDcaps        Biomass          Yield Fsingle_spectral_toc            GPP           FPAR         height          stage             Je            RUE Fsingle_spectral_tot         Fyield              P
   (dd/mm/yyyy)           (day)             ()           (oC)           (oC)   (MJ/m^2/day)      (m^2/m^2)      (mgN/m^2)             ()             ()             ()             ()             ()             ()             ()             ()             ()        (kg/ha)        (kg/ha)                   ()             ()             ()           (mm)             ()             ()             ()                   ()             ()             ()
     14/12/2017               0            348          0.420         -4.870          5.130          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     15/12/2017               0            349          5.500         -4.730          7.490          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     16/12/2017               0            350          6.930         -2.040          8.200          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     17/12/2017               0            351          2.900         -1.530          4.870          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     18/12/2017               0            352          7.590         -2.420          8.080          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     19/12/2017               0            353          7.070         -2.660          8.060          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     20/12/2017               0            354          3.110         -3.580          7.750          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     21/12/2017               0            355          2.180         -3.250          2.700          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     22/12/2017               0            356         -0.730         -6.720          7.280          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     23/12/2017               0            357         -4.600         -9.700          7.600          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
     24/12/2017               0            358         -4.270         -9.460          4.570          0.000          0.000          1.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000          0.000            0.0            0.0                0.000          0.000          0.000          0.000          0.000          0.000          0.000                0.000          0.015          0.000
